"TAXONIDCH","ACCEPTEDNAME","USAGEKEY","ACCEPTEDUSAGEKEY","SCIENTIFICNAME","RANK","SOURCE"
"","Euphorbia cyparissias L.","3070106","","","","INFOFLORA"
"","Euphorbia davidii Subils","3069282","","","","INFOFLORA"
"","Euphorbia dulcis L.","3069475","","","","INFOFLORA"
"","Euphorbia esula L.","8203538","","","","INFOFLORA"
"","Euphorbia exigua L.","3069593","","","","INFOFLORA"
"","Euphorbia falcata L.","3068845","","","","INFOFLORA"
"","Euphorbia helioscopia L.","3066367","","","","INFOFLORA"
"","Euphorbia humifusa Willd.","3067054","","","","INFOFLORA"
"","Euphorbia lathyris L.","3066965","","","","INFOFLORA"
"","Euphorbia maculata L.","3067119","","","","INFOFLORA"
"","Euphorbia marginata Pursh","3064943","","","","INFOFLORA"
"","Euphorbia myrsinites L.","3064669","","","","INFOFLORA"
"","Euphorbia nutans Lag.","3070346","","","","INFOFLORA"
"","Euphorbia palustris L.","3064056","","","","INFOFLORA"
"","Euphorbia peplus L.","3066386","","","","INFOFLORA"
"","Euphorbia platyphyllos L.","3068153","","","","INFOFLORA"
"","Euphorbia prostrata Aiton","3067891","","","","INFOFLORA"
"","Euphorbia segetalis L.","3066495","","","","INFOFLORA"
"","Euphorbia seguieriana Neck.","3066179","","","","INFOFLORA"
"","Euphorbia serpens Kunth","3064221","","","","INFOFLORA"
"","Euphorbia serpillifolia Pers.","3063756","","","","INFOFLORA"
"","Euphorbia serrata L.","3070382","","","","INFOFLORA"
"","Euphorbia stricta L.","3070024","","","","INFOFLORA"
"","Euphorbia variabilis Ces.","3070292","","","","INFOFLORA"
"","Euphorbia verrucosa L.","3069053","","","","INFOFLORA"
"","Euphorbia virgata Waldst. & Kit.","7402123","","","","INFOFLORA"
"","Euphrasia alpina Lam.","7750214","","","","INFOFLORA"
"","Euphrasia christii Favrat ex Gremli","7480190","","","","INFOFLORA"
"","Euphrasia cisalpina Pugsley","3739673","","","","INFOFLORA"
"","Euphrasia cuspidata Host","3739225","","","","INFOFLORA"
"","Euphrasia hirtella Jord. ex Reut.","3738480","","","","INFOFLORA"
"","Euphrasia kerneri Wettst.","3738185","","","","INFOFLORA"
"","Euphrasia micrantha Rchb.","3171979","","","","INFOFLORA"
"","Euphrasia nemorosa (Pers.) Wallr.","3171964","","","","INFOFLORA"
"","Euphrasia officinalis L.","8106874","","","","INFOFLORA"
"","Euphrasia pectinata Ten.","3171969","","","","INFOFLORA"
"","Euphrasia picta Wimm.","8111397","","","","INFOFLORA"
"","Euphrasia rostkoviana Hayne","3171977","","","","INFOFLORA"
"","Euphrasia rostkoviana subsp. montana (Jord.) Wettst.","7709059","","","","INFOFLORA"
"","Euphrasia salisburgensis Funck ex Hoppe","7591079","","","","INFOFLORA"
"","Euphrasia stricta J.P.Wolff ex J.F.Lehm.","3171980","","","","INFOFLORA"
"","Euphrasia tricuspidata L.","7332705","","","","INFOFLORA"
"","Facchinia cherlerioides (Sieber) Dillenb. & Kadereit","7761492","","","","INFOFLORA"
"","Facchinia rupestris (Scop.) Dillenb. & Kadereit","8976094","","","","INFOFLORA"
"","Fagopyrum esculentum Moench","2889373","","","","INFOFLORA"
"","Fagopyrum tataricum (L.) Gaertn.","2889378","","","","INFOFLORA"
"","Fagus sylvatica L.","2882316","","","","INFOFLORA"
"","Falcaria vulgaris Bernh.","5371782","","","","INFOFLORA"
"","Fallopia baldschuanica (Regel) Holub","5334351","","","","INFOFLORA"
"","Fallopia dumetorum (L.) Holub","6391446","","","","INFOFLORA"
"","Ferula communis L.","8048981","","","","INFOFLORA"
"","Festuca acuminata Gaudin","4129667","","","","INFOFLORA"
"","Festuca airoides Lam.","2704920","","","","INFOFLORA"
"","Festuca alpestris Roem. & Schult.","4129325","","","","INFOFLORA"
"","Festuca alpina Suter","4129282","","","","INFOFLORA"
"","Festuca altissima All.","4129208","","","","INFOFLORA"
"","Festuca amethystina L.","4113725","","","","INFOFLORA"
"","Festuca arundinacea Schreb.","2706232","","","","INFOFLORA"
"","Festuca arundinacea subsp. fenas (Lag.) Arcang.","7647709","","","","INFOFLORA"
"","Festuca arundinacea subsp. uechtritziana (Wiesb.) Hegi","4932324","","","","INFOFLORA"
"","Festuca fasciculata Forssk.","4124456","","","","INFOFLORA"
"","Festuca filiformis Pourr.","2705011","","","","INFOFLORA"
"","Festuca gigantea (L.) Vill.","2706229","","","","INFOFLORA"
"","Festuca gracilior (Hack.) Markgr.-Dann.","4123670","","","","INFOFLORA"
"","Festuca guestfalica Boenn.","8669534","","","","INFOFLORA"
"","Festuca halleri All.","4123271","","","","INFOFLORA"
"","Festuca heteromalla Pourr.","2704996","","","","INFOFLORA"
"","Festuca heteropachys (St.-Yves) Patzke ex Auquier","4123077","","","","INFOFLORA"
"","Festuca heterophylla Lam.","2704987","","","","INFOFLORA"
"","Festuca laevigata Gaudin","4121732","","","","INFOFLORA"
"","Festuca lemanii T.Bastard","4121486","","","","INFOFLORA"
"","Festuca marginata (Hack.) K.Richt.","4120709","","","","INFOFLORA"
"","Festuca melanopsis Foggi, Gr.Rossi & Signorini","4120568","","","","INFOFLORA"
"","Festuca nigrescens Lam.","4119612","","","","INFOFLORA"
"","Festuca norica (Hack.) K.Richt.","4119509","","","","INFOFLORA"
"","Festuca ovina L.","2704951","","","","INFOFLORA"
"","Festuca pallens Host","4118209","","","","INFOFLORA"
"","Festuca paniculata (L.) Schinz & Thell.","4117958","","","","INFOFLORA"
"","Festuca patzkei Markgr.-Dann.","4115695","","","","INFOFLORA"
"","Festuca pratensis Huds.","2706239","","","","INFOFLORA"
"","Festuca pratensis subsp. apennina (De Not.) Hegi","4117073","","","","INFOFLORA"
"","Festuca pulchella Schrad.","4116614","","","","INFOFLORA"
"","Festuca pulchella subsp. jurana (Gren.) Markgr.-Dann.","6451278","","","","INFOFLORA"
"","Festuca quadriflora Honck.","4116348","","","","INFOFLORA"
"","Festuca rivularis Boiss.","4115889","","","","INFOFLORA"
"","Festuca rubra L.","2704922","","","","INFOFLORA"
"","Festuca rupicaprina (Hack.) A.Kern.","4115016","","","","INFOFLORA"
"","Festuca rupicola Heuff.","4114708","","","","INFOFLORA"
"","Festuca scabriculmis (Hack.) K.Richt.","4114298","","","","INFOFLORA"
"","Festuca scabriculmis subsp. luedii Markgr.-Dann.","4114297","","","","INFOFLORA"
"","Festuca spectabilis Bertol.","8100396","","","","INFOFLORA"
"","Festuca stenantha (Hack.) K.Richt.","8317764","","","","INFOFLORA"
"","Festuca ticinensis (Markgr.-Dann.) Markgr.-Dann.","4112460","","","","INFOFLORA"
"","Festuca trachyphylla (Hack.) Hack.","2704949","","","","INFOFLORA"
"","Festuca trichophylla (Ducros ex Gaudin) K.Richt.","8213826","","","","INFOFLORA"
"","Festuca trichophylla subsp. asperifolia (St.-Yves) Al-Bermani","4112188","","","","INFOFLORA"
"","Festuca valesiaca Schleich. ex Gaudin","2704966","","","","INFOFLORA"
"","Festuca violacea Ser. ex Gaudin","4111191","","","","INFOFLORA"
"","Festuca vivipara (L.) Sm.","2704930","","","","INFOFLORA"
"","Ficaria verna Huds.","9094061","","","","INFOFLORA"
"","Ficus carica L.","5361909","","","","INFOFLORA"
"","Filago arvensis L.","3115875","","","","INFOFLORA"
"","Filago gallica L.","3115856","","","","INFOFLORA"
"","Filago lutescens Jord.","3115897","","","","INFOFLORA"
"","Filago minima (Sm.) Pers.","3088930","","","","INFOFLORA"
"","Filago pyramidata L.","3115755","","","","INFOFLORA"
"","Filago vulgaris Lam.","3115858","","","","INFOFLORA"
"","Filipendula ulmaria (L.) Maxim.","2987999","","","","INFOFLORA"
"","Filipendula vulgaris Moench","2988069","","","","INFOFLORA"
"","Fimbristylis annua (All.) Roem. & Schult.","2708893","","","","INFOFLORA"
"","Foeniculum vulgare Mill.","3034922","","","","INFOFLORA"
"","Forsythia ×intermedia Zabel","5415054","","","","INFOFLORA"
"","Forsythia suspensa (Thunb.) Vahl","5415056","","","","INFOFLORA"
"","Forsythia viridissima Lindl.","5415053","","","","INFOFLORA"
"","Fourraea alpina (L.) Greuter & Burdet","5376286","","","","INFOFLORA"
"","Fragaria ×ananassa (Weston) Rozier","3029912","","","","INFOFLORA"
"","Fragaria moschata Duchesne","8350369","","","","INFOFLORA"
"","Fragaria vesca L.","3029817","","","","INFOFLORA"
"","Fragaria viridis Duchesne","8400458","","","","INFOFLORA"
"","Frangula alnus Mill.","3039454","","","","INFOFLORA"
"","Fraxinus excelsior L.","3172358","","","","INFOFLORA"
"","Fraxinus ornus L.","3172347","","","","INFOFLORA"
"","Fraxinus pennsylvanica Marshall","3172348","","","","INFOFLORA"
"","Fritillaria meleagris L.","5300535","","","","INFOFLORA"
"","Fritillaria tubaeformis Gren. & Godr.","9076498","","","","INFOFLORA"
"","Fumana ericoides (Cav.) Gand.","8232802","","","","INFOFLORA"
"","Fumana procumbens (Dunal) Gren. & Godr.","7331288","","","","INFOFLORA"
"","Fumaria capreolata L.","5334218","","","","INFOFLORA"
"","Fumaria muralis Koch","7315286","","","","INFOFLORA"
"","Fumaria officinalis L.","5334217","","","","INFOFLORA"
"","Fumaria parviflora Lam.","5334215","","","","INFOFLORA"
"","Fumaria schleicheri Soy.-Will.","7315160","","","","INFOFLORA"
"","Fumaria vaillantii Loisel.","5334216","","","","INFOFLORA"
"","Fumaria wirtgenii Koch","9523596","","","","INFOFLORA"
"","Gagea fragifera (Vill.) E.Bayer & G.López","5300170","","","","INFOFLORA"
"","Gagea lutea (L.) Ker Gawl.","5300245","","","","INFOFLORA"
"","Gagea minima (L.) Ker Gawl.","5300136","","","","INFOFLORA"
"","Gagea pratensis (Pers.) Dumort.","5300102","","","","INFOFLORA"
"","Gagea saxatilis (Mert. & W.D.J.Koch) Schult. & Schult.f.","5299827","","","","INFOFLORA"
"","Gagea villosa (M.Bieb.) Sweet","5300296","","","","INFOFLORA"
"","Galanthus elwesii Hook.f.","2855398","","","","INFOFLORA"
"","Galanthus nivalis L.","2855356","","","","INFOFLORA"
"","Galanthus woronowii Losinsk.","2855439","","","","INFOFLORA"
"","Galega officinalis L.","2975667","","","","INFOFLORA"
"","Galeopsis angustifolia Ehrh. ex Hoffm.","5341306","","","","INFOFLORA"
"","Galeopsis bifida Boenn.","5341303","","","","INFOFLORA"
"","Galeopsis ladanum L.","5341309","","","","INFOFLORA"
"","Galeopsis pubescens Besser","5341310","","","","INFOFLORA"
"","Galeopsis segetum Neck.","5341308","","","","INFOFLORA"
"","Galeopsis speciosa Mill.","5341305","","","","INFOFLORA"
"","Galeopsis tetrahit L.","5341300","","","","INFOFLORA"
"","Galinsoga parviflora Cav.","3132570","","","","INFOFLORA"
"","Galinsoga quadriradiata Ruiz & Pav.","8298495","","","","INFOFLORA"
"","Galium album Mill.","2913931","","","","INFOFLORA"
"","Galium anisophyllon Vill.","2915025","","","","INFOFLORA"
"","Galium aparine L.","2913548","","","","INFOFLORA"
"","Galium aristatum L.","2913280","","","","INFOFLORA"
"","Galium baldense Spreng.","2914763","","","","INFOFLORA"
"","Galium boreale L.","2914338","","","","INFOFLORA"
"","Galium ×centroniae Cariot","2915226","","","","INFOFLORA"
"","Galium corrudifolium Vill.","2913693","","","","INFOFLORA"
"","Galium elongatum C.Presl","2913128","","","","INFOFLORA"
"","Galium glaucum L.","2914515","","","","INFOFLORA"
"","Galium laevigatum L.","2913998","","","","INFOFLORA"
"","Galium lucidum All.","2913863","","","","INFOFLORA"
"","Galium megalospermum All.","2913079","","","","INFOFLORA"
"","Galium mollugo L.","9039392","","","","INFOFLORA"
"","Galium montis-arerae Merxm. & Ehrend.","2914720","","","","INFOFLORA"
"","Galium murale (L.) All.","2914590","","","","INFOFLORA"
"","Galium obliquum Vill.","2914011","","","","INFOFLORA"
"","Galium odoratum (L.) Scop.","2914642","","","","INFOFLORA"
"","Galium palustre L.","2913130","","","","INFOFLORA"
"","Galium parisiense L.","2913169","","","","INFOFLORA"
"","Galium ×pomeranicum Retz.","2914963","","","","INFOFLORA"
"","Galium pseudohelveticum Ehrend.","2914951","","","","INFOFLORA"
"","Galium pumilum Murray","9121716","","","","INFOFLORA"
"","Galium pusillum L.","2913084","","","","INFOFLORA"
"","Galium rotundifolium L.","2914110","","","","INFOFLORA"
"","Galium rubioides L.","2913315","","","","INFOFLORA"
"","Galium rubrum L.","2913218","","","","INFOFLORA"
"","Galium saxatile L.","2914547","","","","INFOFLORA"
"","Galium spurium L.","2913214","","","","INFOFLORA"
"","Galium sylvaticum L.","2913288","","","","INFOFLORA"
"","Galium tricornutum Dandy","2913452","","","","INFOFLORA"
"","Galium triflorum Michx.","2913463","","","","INFOFLORA"
"","Galium uliginosum L.","2913556","","","","INFOFLORA"
"","Galium verrucosum Huds.","2914754","","","","INFOFLORA"
"","Galium verum L.","9063248","","","","INFOFLORA"
"","Gaudinia fragilis (L.) P.Beauv.","5290242","","","","INFOFLORA"
"","Genista anglica L.","5347644","","","","INFOFLORA"
"","Genista germanica L.","5347824","","","","INFOFLORA"
"","Genista pilosa L.","5347571","","","","INFOFLORA"
"","Genista radiata (L.) Scop.","5347648","","","","INFOFLORA"
"","Genista sagittalis L.","5347702","","","","INFOFLORA"
"","Genista scorpius (L.) DC.","5347727","","","","INFOFLORA"
"","Genista tinctoria L.","5347612","","","","INFOFLORA"
"","Gentiana acaulis L.","6366597","","","","INFOFLORA"
"","Gentiana alpina Vill.","7270543","","","","INFOFLORA"
"","Gentiana amarella L.","7529864","","","","INFOFLORA"
"","Gentiana angustifolia Vill.","7270465","","","","INFOFLORA"
"","Gentiana asclepiadea L.","7270381","","","","INFOFLORA"
"","Gentiana aspera Hegetschw.","8435039","","","","INFOFLORA"
"","Gentiana bavarica L.","7270316","","","","INFOFLORA"
"","Gentiana brachyphylla Vill.","7270252","","","","INFOFLORA"
"","Gentiana campestris L.","7843052","","","","INFOFLORA"
"","Gentiana campestris subsp. baltica (Murb.) Vollm.","7885423","","","","INFOFLORA"
"","Gentiana ciliata L.","7431563","","","","INFOFLORA"
"","Gentiana clusii E.P.Perrier & Songeon","7270031","","","","INFOFLORA"
"","Gentiana cruciata L.","3170115","","","","INFOFLORA"
"","Gentiana engadinensis (Wettst.) Braun-Blanq. & Sam.","7822040","","","","INFOFLORA"
"","Gentiana germanica Willd.","7611957","","","","INFOFLORA"
"","Gentiana lutea L.","3170040","","","","INFOFLORA"
"","Gentiana lutea subsp. vardjanii Wraber","7472880","","","","INFOFLORA"
"","Gentiana nana Wulfen","3840273","","","","INFOFLORA"
"","Gentiana nivalis L.","3170097","","","","INFOFLORA"
"","Gentiana orbicularis Schur","3839551","","","","INFOFLORA"
"","Gentiana pannonica Scop.","7440277","","","","INFOFLORA"
"","Gentiana pneumonanthe L.","7270598","","","","INFOFLORA"
"","Gentiana prostrata Haenke","3170069","","","","INFOFLORA"
"","Gentiana punctata L.","8008282","","","","INFOFLORA"
"","Gentiana purpurea L.","8207244","","","","INFOFLORA"
"","Gentiana ramosa Hegetschw.","3843292","","","","INFOFLORA"
"","Gentiana schleicheri (Vacc.) Kunz","3841920","","","","INFOFLORA"
"","Gentiana tenella Rottb.","6366633","","","","INFOFLORA"
"","Gentiana utriculosa L.","8352976","","","","INFOFLORA"
"","Gentiana verna L.","8232412","","","","INFOFLORA"
"","Gentianella germanica (Willd.) E.F.Warb.","7539382","","","","INFOFLORA"
"","Gentianella insubrica (H.Kunz) Holub","3841908","","","","INFOFLORA"
"","Gentianella rhaetica (A.Kern. & Jos.Kern.) Á.Löve & D.Löve","8185589","","","","INFOFLORA"
"","Geranium argenteum L.","2890636","","","","INFOFLORA"
"","Geranium bohemicum L.","2891010","","","","INFOFLORA"
"","Geranium columbinum L.","2890603","","","","INFOFLORA"
"","Geranium dissectum L.","2890040","","","","INFOFLORA"
"","Geranium divaricatum Ehrh.","2890013","","","","INFOFLORA"
"","Geranium endressii J.Gay","2890502","","","","INFOFLORA"
"","Geranium lucidum L.","2890560","","","","INFOFLORA"
"","Geranium macrorrhizum L.","2891079","","","","INFOFLORA"
"","Geranium molle L.","2891488","","","","INFOFLORA"
"","Geranium nodosum L.","2890287","","","","INFOFLORA"
"","Geranium palustre L.","2890536","","","","INFOFLORA"
"","Geranium phaeum L.","2891390","","","","INFOFLORA"
"","Geranium pratense L.","2891304","","","","INFOFLORA"
"","Geranium pusillum L.","2890212","","","","INFOFLORA"
"","Geranium rivulare Vill.","2891230","","","","INFOFLORA"
"","Geranium robertianum L.","2890668","","","","INFOFLORA"
"","Geranium robertianum subsp. purpureum (Vill.) Nyman","7814100","","","","INFOFLORA"
"","Geranium rotundifolium L.","2891031","","","","INFOFLORA"
"","Geranium sanguineum L.","2890920","","","","INFOFLORA"
"","Geranium sibiricum L.","2891583","","","","INFOFLORA"
"","Geranium sylvaticum L.","2891147","","","","INFOFLORA"
"","Geum montanum L.","5369806","","","","INFOFLORA"
"","Geum reptans L.","5369670","","","","INFOFLORA"
"","Geum rivale L.","5369701","","","","INFOFLORA"
"","Geum urbanum L.","5369652","","","","INFOFLORA"
"","Ginkgo biloba L.","2687885","","","","INFOFLORA"
"","Gladiolus communis L.","2750096","","","","INFOFLORA"
"","Gladiolus imbricatus L.","2749827","","","","INFOFLORA"
"","Gladiolus italicus Mill.","2749791","","","","INFOFLORA"
"","Gladiolus palustris Gaudin","2750279","","","","INFOFLORA"
"","Glaucium corniculatum (L.) Rudolph","5334188","","","","INFOFLORA"
"","Glaucium flavum Crantz","5334190","","","","INFOFLORA"
"","Glebionis coronaria (L.) Tzvelev","7627205","","","","INFOFLORA"
"","Glebionis segetum (L.) Fourr.","3141101","","","","INFOFLORA"
"","Glechoma hederacea L.","2926557","","","","INFOFLORA"
"","Glechoma hederacea subsp. hirsuta (Waldst. & Kit.) Gams","7616368","","","","INFOFLORA"
"","Gleditsia triacanthos L.","2959443","","","","INFOFLORA"
"","Globularia bisnagarica L.","5578472","","","","INFOFLORA"
"","Globularia cordifolia L.","7265184","","","","INFOFLORA"
"","Globularia nudicaulis L.","7265189","","","","INFOFLORA"
"","Glyceria canadensis (Michx.) Trin.","2705512","","","","INFOFLORA"
"","Glyceria maxima (Hartm.) Holmb.","2705484","","","","INFOFLORA"
"","Glyceria notata Chevall.","4105780","","","","INFOFLORA"
"","Glyceria striata (Lam.) Hitchc.","2705503","","","","INFOFLORA"
"","Glycine max (L.) Merr.","5359660","","","","INFOFLORA"
"","Glycyrrhiza glabra L.","2965732","","","","INFOFLORA"
"","Gnaphalium coarctatum Willd.","5390867","","","","INFOFLORA"
"","Gnaphalium luteoalbum L.","5404874","","","","INFOFLORA"
"","Gnaphalium norvegicum Gunnerus","5390796","","","","INFOFLORA"
"","Gnaphalium pensylvanicum Willd.","5390730","","","","INFOFLORA"
"","Gnaphalium supinum L.","5390790","","","","INFOFLORA"
"","Gnaphalium sylvaticum L.","5390808","","","","INFOFLORA"
"","Gnaphalium uliginosum L.","5390848","","","","INFOFLORA"
"","Goodyera repens (L.) R.Br.","2840931","","","","INFOFLORA"
"","Gratiola officinalis L.","3171915","","","","INFOFLORA"
"","Groenlandia densa (L.) Fourr.","4009380","","","","INFOFLORA"
"","Guizotia abyssinica (L.fil.) Cass.","8584304","","","","INFOFLORA"
"","Gymnadenia conopsea (L.) R.Br.","7845022","","","","INFOFLORA"
"","Gymnadenia corneliana (Beauverd) Teppner & E.Klein","2840444","","","","INFOFLORA"
"","Gymnadenia miniata (Crantz) Hayek","2840596","","","","INFOFLORA"
"","Gymnadenia odoratissima (L.) Rich.","2840474","","","","INFOFLORA"
